20/07/2015,26.1,0.8,1007,3.8,Light,
21/07/2015,25.1,0.0,1005,3.3,Light,
22/07/2015,25.8,4.0,1004,3.0,Light,
23/07/2015,26.3,4.0,1003,3.0,Light,
24/07/2015,26.8,0.0,1001,3.0,Light,
25/07/2015,28.6,0.0,1001,4.5,Light,
26/07/2015,30.0,0.0,1004,3.0,Light,
27/07/2015,28.1,28.0,1004,5.0,Light,
28/07/2015,27.8,0.4,1002,3.0,Light,
29/07/2015,27.8,1.0,1001,3.8,Light,
30/07/2015,24.5,2.6,1006,4.8,Light,
31/07/2015,26.5,0.2,1007,3.5,Light,
01/08/2015,25.0,32.0,1005,2.8,Light,
02/08/2015,26.6,0.6,1002,2.5,Light,
03/08/2015,24.6,0.2,1002,3.0,Light,
04/08/2015,27.3,0.0,1001,4.0,Light,
05/08/2015,27.0,0.0,1003,4.0,Light,
06/08/2015,27.1,0.0,1008,3.5,Light,
07/08/2015,24.6,8.0,1013,4.3,Light,
08/08/2015,26.7,0.1,1012,4.0,Light,
09/08/2015,28.8,0.0,1010,3.0,Light,
10/08/2015,30.0,0.0,1009,4.3,Light,
11/08/2015,29.3,0.0,1008,3.3,Light,
12/08/2015,29.8,0.0,1005,5.0,Light,
13/08/2015,29.7,0.0,1003,5.3,Light,
14/08/2015,28.4,0.0,1003,3.3,Light,
15/08/2015,28.9,0.0,1005,4.3,Light,
16/08/2015,29.1,0.0,1005,4.0,Light,
17/08/2015,28.8,0.0,1007,3.5,Light,
18/08/2015,25.1,0.3,1011,5.0,Light,
19/08/2015,24.9,0.9,1010,3.5,Light,
20/08/2015,27.4,0.0,1007,4.3,Light,
21/08/2015,28.2,0.0,1005,4.0,Light,
22/08/2015,26.9,0.0,1006,5.5,Light,
23/08/2015,23.4,2.0,1010,3.5,Light,
24/08/2015,25.4,0.0,1011,3.0,Light,
25/08/2015,25.7,0.0,1010,3.3,Light,
26/08/2015,26.9,0.0,1009,3.8,Light,
27/08/2015,26.8,0.0,1009,3.8,Light,
28/08/2015,26.5,0.0,1007,4.0,Light,
29/08/2015,25.7,4.0,1009,4.3,Light,
30/08/2015,21.2,26.4,1012,3.5,Light,
31/08/2015,20.5,12.3,1013,3.5,Light,
01/09/2015,21.1,4.1,1013,3.8,Light,
02/09/2015,25.1,0.0,1013,3.5,Light,
03/09/2015,26.5,0.0,1014,3.8,Light,
04/09/2015,20.5,36.0,1011,4.3,Light,
05/09/2015,18.4,11.1,1012,4.3,Light,
06/09/2015,22.3,0.0,1013,2.8,Light,
07/09/2015,23.4,0.0,1014,3.5,Light,
08/09/2015,23.6,0.0,1016,2.8,Light,
09/09/2015,21.7,0.0,1021,4.0,Light,
10/09/2015,15.8,4.3,1020,3.5,Light,
11/09/2015,18.2,6.3,1016,4.8,Light,
12/09/2015,20.0,0.0,1017,6.0,Light,
13/09/2015,22.6,0.0,1016,3.8,Light,
14/09/2015,20.8,0.0,1019,2.8,Light,
15/09/2015,20.4,0.0,1019,2.3,Light,
16/09/2015,21.6,0.0,1018,3.0,Light,
17/09/2015,23.3,0.4,1016,3.8,Light,
18/09/2015,23.4,0.2,1017,2.8,Light,
19/09/2015,23.1,0.0,1016,3.0,Light,
20/09/2015,22.2,0.0,1012,4.3,Light,
21/09/2015,23.1,0.0,1011,3.3,Light,
22/09/2015,20.7,0.0,1009,4.5,Light,
23/09/2015,21.8,0.0,1009,3.0,Light,
24/09/2015,20.1,4.0,1009,3.8,Light,
25/09/2015,19.4,4.0,1012,3.5,Light,
26/09/2015,21.0,0.0,1013,4.3,Light,
27/09/2015,22.9,0.0,1016,3.5,Light,
28/09/2015,17.2,0.8,1025,3.3,Light,
29/09/2015,14.7,12.0,1028,2.8,Light,
30/09/2015,16.1,8.1,1015,5.0,Light,
01/10/2015,16.1,3.0,1013,5.8,Light,
02/10/2015,19.4,0.0,1013,4.3,Light,
03/10/2015,18.6,0.0,1022,4.5,Light,
04/10/2015,18.4,0.0,1022,2.8,Light,
05/10/2015,18.9,0.0,1017,2.3,Light,
06/10/2015,20.3,0.0,1016,2.3,Light,
07/10/2015,20.5,0.0,1016,5.0,Light,
08/10/2015,14.5,0.0,1017,5.0,Light,
09/10/2015,14.7,0.0,1012,7.3,Light,
10/10/2015,14.0,0.0,1017,8.0,Light,
11/10/2015,17.0,0.0,1019,5.3,Light,
12/10/2015,17.2,0.0,1021,3.0,Light,
13/10/2015,18.8,0.0,1019,3.0,Light,
14/10/2015,16.6,0.0,1017,3.8,Light,
15/10/2015,18.0,0.0,1017,2.5,Light,
16/10/2015,17.2,0.0,1017,2.8,Light,
17/10/2015,17.7,0.0,1019,3.5,Light,
18/10/2015,14.4,0.0,1024,3.3,Light,
19/10/2015,14.6,0.0,1016,3.3,Light,
20/10/2015,12.7,0.3,1019,4.3,Light,
21/10/2015,9.9,2.0,1026,2.5,Light,
22/10/2015,10.0,8.7,1023,2.3,Light,
23/10/2015,13.0,0.0,1018,3.5,Light,
24/10/2015,13.9,0.0,1028,3.3,Light,
25/10/2015,11.0,5.0,1025,3.5,Light,
26/10/2015,11.3,0.1,1018,6.0,Light,
27/10/2015,11.3,0.0,1018,3.8,Light,
28/10/2015,11.0,0.0,1024,5.8,Light,
29/10/2015,8.1,0.0,1029,5.3,Light,
30/10/2015,7.6,0.0,1032,3.3,Light,
31/10/2015,9.1,0.0,1029,2.5,Light,

























































































































































































JACKSONVILLE/INTNL. FL,,,© 2016 Crown Copyright Met Office,,
NGR = NA,,,,,
Altitude = 9,,,,,
"Latitude =  30.5, -81.7",,,,,

Date,Daily Mean Air Temperature,Rainfall (24 hour total),Daily Mean Pressure (hPa),Daily Mean Wind Speed,Daily Mean Windspeed (Beaufort conversion)
01/05/1987,23.8,0.0,1016,6.4,Light
02/05/1987,23.4,0.0,1015,5.6,Light
03/05/1987,21.7,0.0,1016,4.7,Light
04/05/1987,24.4,0.0,1017,3.3,Light
05/05/1987,21.1,0.0,1018,8.1,Light
06/05/1987,20.1,0.0,1020,9.3,Light
07/05/1987,19.5,0.0,1018,3.8,Light
08/05/1987,21.9,3.3,1015,3.6,Light
09/05/1987,22.9,0.0,1019,11.4,Moderate
10/05/1987,19.8,0.0,1021,6.3,Light
11/05/1987,21.0,0.0,1020,5.6,Light
12/05/1987,23.4,0.0,1018,5.8,Light
13/05/1987,23.1,12.0,1018,6.9,Light
14/05/1987,22.7,0.0,1020,5.6,Light
15/05/1987,23.2,7.0,1018,6.5,Light
16/05/1987,23.1,0.0,1018,4.9,Light
17/05/1987,23.4,0.0,1020,5.4,Light
18/05/1987,23.9,0.0,1019,5.5,Light
19/05/1987,24.2,0.0,1018,4.7,Light
20/05/1987,23.7,0.0,1017,2.6,Light
21/05/1987,25.8,0.0,1018,4.6,Light
22/05/1987,24.1,0.0,1021,6.6,Light
23/05/1987,22.8,0.0,1021,4.3,Light
24/05/1987,23.2,0.0,1021,4.7,Light
25/05/1987,23.5,0.0,1020,4.1,Light
26/05/1987,22.2,0.0,1021,5.6,Light
27/05/1987,22.7,0.0,1022,5.8,Light
28/05/1987,24.3,0.0,1022,6.1,Light
29/05/1987,24.3,0.5,1021,7.8,Light
30/05/1987,24.0,0.0,1020,7.1,Light
31/05/1987,23.7,0.0,1019,5.6,Light
01/06/1987,25.6,0.0,1019,3.0,Light
02/06/1987,27.3,0.0,1019,4.5,Light
03/06/1987,27.9,0.0,1019,5.5,Light
04/06/1987,27.2,0.0,1018,4.4,Light
05/06/1987,25.7,0.0,1018,17.1,Fresh
06/06/1987,24.9,0.5,1020,5.3,Light
07/06/1987,23.6,0.0,1023,6.8,Light
08/06/1987,22.9,0.0,1024,5.1,Light
09/06/1987,23.8,0.0,1022,5.9,Light
10/06/1987,26.1,0.0,1020,3.8,Light
11/06/1987,26.8,0.0,1020,5.0,Light
12/06/1987,26.8,0.0,1021,4.6,Light
13/06/1987,27.0,1.0,1019,7.3,Light
14/06/1987,24.5,13.0,1017,4.6,Light
15/06/1987,27.1,4.0,1017,5.9,Light
16/06/1987,27.9,0.0,1016,4.3,Light
17/06/1987,26.2,8.0,1017,3.3,Light
18/06/1987,27.9,0.3,1019,3.3,Light
19/06/1987,28.0,0.0,1019,3.8,Light
20/06/1987,28.6,0.0,1017,5.6,Light
21/06/1987,26.0,25.0,1016,2.1,Light
22/06/1987,26.4,19.0,1016,4.0,Light
23/06/1987,26.5,0.3,1015,4.1,Light
24/06/1987,27.3,14.0,1014,5.5,Light
25/06/1987,28.2,0.0,1013,5.1,Light
26/06/1987,28.0,2.0,1012,7.0,Light
27/06/1987,27.6,5.0,1011,6.6,Light
28/06/1987,26.7,0.0,1014,3.9,Light
29/06/1987,26.9,0.0,1018,4.7,Light
30/06/1987,26.9,0.0,1020,4.6,Light
01/07/1987,25.6,0.0,1019,2.0,Light
02/07/1987,29.4,0.0,1017,7.8,Light
03/07/1987,27.7,0.0,1018,5.7,Light
04/07/1987,26.4,7.0,1019,4.6,Light
05/07/1987,27.0,12.0,1019,4.0,Light
06/07/1987,27.4,0.8,1020,3.5,Light
07/07/1987,27.2,0.0,1020,2.2,Light
08/07/1987,27.2,3.0,1019,3.9,Light
09/07/1987,28.4,0.0,1020,3.5,Light
10/07/1987,27.3,2.0,1019,2.9,Light
11/07/1987,28.6,0.0,1017,3.0,Light
12/07/1987,30.5,0.0,1015,4.0,Light
13/07/1987,30.4,0.0,1014,4.7,Light
14/07/1987,29.5,0.0,1013,4.9,Light
15/07/1987,26.8,13.0,1014,5.8,Light
16/07/1987,27.8,4.0,1016,5.9,Light
17/07/1987,25.8,0.0,1020,6.1,Light
18/07/1987,26.7,0.3,1021,10.5,Light
19/07/1987,24.3,8.0,1020,6.9,Light
20/07/1987,25.0,2.0,1021,5.6,Light
21/07/1987,26.7,4.3,1022,4.8,Light
22/07/1987,25.5,0.0,1021,3.0,Light
23/07/1987,27.3,0.0,1017,3.4,Light
24/07/1987,27.6,0.0,1018,4.4,Light
25/07/1987,26.1,0.0,1019,3.5,Light
26/07/1987,27.2,0.0,1018,2.3,Light
27/07/1987,27.3,10.0,1016,4.9,Light
28/07/1987,29.4,0.0,1014,7.4,Light
29/07/1987,28.6,6.0,1013,5.6,Light
30/07/1987,25.7,5.0,1016,4.3,Light
31/07/1987,26.7,0.3,1017,0.4,Light
01/08/1987,25.7,33.0,1015,2.4,Light
02/08/1987,27.7,1.0,1013,3.3,Light
03/08/1987,28.3,0.0,1014,3.6,Light
04/08/1987,28.7,0.0,1014,6.0,Light
05/08/1987,29.5,1.0,1013,6.5,Light
06/08/1987,30.0,0.0,1015,4.1,Light
07/08/1987,30.2,0.0,1017,4.0,Light
08/08/1987,30.9,0.0,1017,5.8,Light
09/08/1987,30.3,0.0,1015,3.9,Light
10/08/1987,29.4,12.0,1013,5.3,Light
11/08/1987,28.4,0.0,1011,4.4,Light
12/08/1987,26.9,0.0,1012,4.3,Light
13/08/1987,25.1,39.0,1013,4.5,Light
14/08/1987,26.0,3.8,1014,5.1,Light
15/08/1987,25.1,2.0,1016,3.9,Light
16/08/1987,26.6,0.0,1017,4.3,Light
17/08/1987,28.5,0.0,1017,5.1,Light
18/08/1987,25.7,0.0,1017,4.0,Light
19/08/1987,29.8,0.0,1016,3.6,Light
20/08/1987,28.9,0.0,1017,3.8,Light
21/08/1987,26.0,9.0,1021,5.5,Light
22/08/1987,26.8,0.0,1022,4.5,Light
23/08/1987,26.5,0.0,1020,3.5,Light
24/08/1987,29.1,0.0,1019,4.8,Light
25/08/1987,27.5,41.0,1021,2.0,Light
26/08/1987,27.5,0.0,1022,2.9,Light
27/08/1987,27.7,2.0,1022,3.3,Light
28/08/1987,28.8,0.0,1020,3.1,Light
29/08/1987,29.4,0.0,1019,4.4,Light
30/08/1987,28.2,0.0,1019,3.3,Light
31/08/1987,27.4,1.0,1018,2.1,Light
01/09/1987,26.6,0.5,1017,3.6,Light
02/09/1987,24.0,33.0,1016,3.1,Light
03/09/1987,24.7,26.3,1016,4.5,Light
04/09/1987,24.5,27.5,1015,6.3,Light
05/09/1987,26.1,11.0,1015,5.2,Light
06/09/1987,26.7,24.0,1014,4.4,Light
07/09/1987,25.9,10.0,1012,4.9,Light
08/09/1987,27.9,0.0,1013,5.0,Light
09/09/1987,27.7,0.0,1014,4.5,Light
10/09/1987,27.9,0.0,1016,3.1,Light
11/09/1987,27.7,0.0,1017,3.0,Light
12/09/1987,24.7,23.0,1017,2.3,Light
13/09/1987,26.2,0.0,1016,4.4,Light
14/09/1987,26.7,0.0,1016,3.3,Light
15/09/1987,26.6,0.0,1017,2.6,Light
16/09/1987,26.4,0.0,1016,3.0,Light
17/09/1987,27.5,0.0,1016,2.5,Light
18/09/1987,28.0,0.0,1014,4.9,Light
19/09/1987,27.6,0.0,1012,4.9,Light
20/09/1987,27.5,0.0,1012,4.6,Light
21/09/1987,25.3,0.0,1015,2.4,Light
22/09/1987,23.3,0.0,1017,1.1,Light
23/09/1987,24.2,0.0,1016,3.3,Light
24/09/1987,22.0,0.0,1015,1.9,Light
25/09/1987,21.6,0.0,1015,2.0,Light
26/09/1987,21.8,0.0,1018,3.1,Light
27/09/1987,22.3,0.0,1020,3.0,Light
28/09/1987,24.3,5.0,1021,5.3,Light
29/09/1987,24.9,2.0,1018,4.4,Light
30/09/1987,24.3,1.5,1010,3.6,Light
01/10/1987,22.3,2.0,1010,7.9,Light
02/10/1987,19.0,0.0,1016,2.5,Light
03/10/1987,20.0,0.0,1017,5.8,Light
04/10/1987,15.5,0.0,1021,8.4,Light
05/10/1987,15.8,0.0,1006,3.6,Light
06/10/1987,18.4,0.0,1014,3.0,Light
07/10/1987,19.9,0.0,1013,7.4,Light
08/10/1987,14.3,0.0,1019,4.4,Light
09/10/1987,15.6,0.0,1024,6.1,Light
10/10/1987,22.0,0.0,1024,10.4,Light
11/10/1987,22.0,0.0,1019,10.0,Light
12/10/1987,20.7,0.0,1012,8.1,Light
13/10/1987,16.8,0.0,1013,12.3,Moderate
14/10/1987,14.1,0.0,1020,10.3,Light
15/10/1987,15.0,0.0,1021,9.1,Light
16/10/1987,15.5,0.0,1020,4.1,Light
17/10/1987,19.9,0.0,1018,8.1,Light
18/10/1987,19.8,0.0,1017,5.0,Light
19/10/1987,19.1,0.0,1016,4.7,Light
20/10/1987,22.7,0.0,1017,3.6,Light
21/10/1987,21.1,0.0,1018,5.3,Light
22/10/1987,13.2,0.0,1024,10.5,Light
23/10/1987,13.4,0.0,1026,6.1,Light
24/10/1987,18.5,0.0,1026,5.6,Light
25/10/1987,19.5,0.0,1023,7.4,Light
26/10/1987,17.5,2.0,1017,7.7,Light
27/10/1987,17.3,0.8,1013,6.5,Light
28/10/1987,17.0,0.8,1016,7.3,Light
29/10/1987,12.0,0.0,1022,5.0,Light
30/10/1987,12.4,0.0,1025,4.0,Light
31/10/1987,16.0,0.0,1027,3.3,Light
JACKSONVILLE/INTNL. FL,,,© 2016 Crown Copyright Met Office,,
NGR = NA,,,,,
Altitude = 9,,,,,
"Latitude =  30.5, -81.7",,,,,

Date,Daily Mean Air Temperature,Rainfall (24 hour total),Daily Mean Pressure (hPa),Daily Mean Wind Speed,Daily Mean Windspeed (Beaufort conversion)
01/05/2015,18.8,0.0,1011,6.8,Light
02/05/2015,17.5,0.0,1017,4.1,Light
03/05/2015,18.7,0.0,1020,4.8,Light
04/05/2015,19.6,0.0,1024,5.1,Light
05/05/2015,21.1,0.0,1024,7.6,Light
06/05/2015,22.2,0.0,1020,8.9,Light
07/05/2015,21.5,0.0,1017,6.5,Light
08/05/2015,23.0,0.0,1016,8.1,Light
09/05/2015,23.6,0.0,1017,3.0,Light
10/05/2015,25.0,0.0,1018,4.1,Light
11/05/2015,26.1,0.0,1019,5.0,Light
12/05/2015,25.8,0.0,1021,4.1,Light
13/05/2015,25.8,0.0,1020,4.6,Light
14/05/2015,24.7,0.0,1022,6.8,Light
15/05/2015,24.2,0.0,1023,10.1,Light
16/05/2015,22.7,0.0,1023,6.0,Light
17/05/2015,23.0,0.0,1023,5.3,Light
18/05/2015,24.7,0.0,1022,6.0,Light
19/05/2015,24.8,0.0,1018,5.6,Light
20/05/2015,24.5,6.0,1015,2.3,Light
21/05/2015,26.5,0.0,1013,6.8,Light
22/05/2015,24.5,0.0,1017,6.3,Light
23/05/2015,23.0,0.0,1024,8.3,Light
24/05/2015,24.9,0.0,1025,9.4,Light
25/05/2015,25.1,0.0,1023,8.8,Light
26/05/2015,26.4,0.0,1023,8.0,Light
27/05/2015,25.6,0.0,1023,7.0,Light
28/05/2015,23.7,0.0,1021,5.6,Light
29/05/2015,23.3,0.0,1021,3.9,Light
30/05/2015,22.9,24.0,1020,4.1,Light
31/05/2015,24.7,0.0,1018,4.6,Light
01/06/2015,24.8,0.0,1018,4.9,Light
02/06/2015,23.3,36.0,1016,2.6,Light
03/06/2015,22.7,6.8,1014,7.6,Light
04/06/2015,24.7,6.0,1015,4.5,Light
05/06/2015,24.5,0.5,1016,4.3,Light
06/06/2015,25.1,0.5,1014,4.0,Light
07/06/2015,25.4,0.0,1016,5.6,Light
08/06/2015,25.6,0.0,1018,5.5,Light
09/06/2015,26.9,0.0,1015,6.1,Light
10/06/2015,25.0,23.0,1014,2.3,Light
11/06/2015,25.1,0.0,1016,4.4,Light
12/06/2015,26.1,0.0,1019,4.4,Light
13/06/2015,27.0,0.0,1021,3.8,Light
14/06/2015,27.2,0.0,1020,3.9,Light
15/06/2015,27.2,0.0,1019,2.6,Light
16/06/2015,28.3,0.0,1019,4.5,Light
17/06/2015,31.2,0.0,1018,5.8,Light
18/06/2015,28.8,0.0,1018,4.4,Light
19/06/2015,27.3,4.0,1018,6.3,Light
20/06/2015,28.0,18.0,1018,5.0,Light
21/06/2015,28.7,0.0,1018,7.1,Light
22/06/2015,28.7,6.0,1018,6.0,Light
23/06/2015,26.9,79.6,1020,5.6,Light
24/06/2015,27.0,6.6,1019,4.4,Light
25/06/2015,25.6,29.0,1019,3.8,Light
26/06/2015,25.7,29.5,1018,5.6,Light
27/06/2015,27.8,0.0,1016,8.3,Light
28/06/2015,26.7,2.0,1015,10.3,Light
29/06/2015,24.6,11.0,1016,4.8,Light
30/06/2015,24.9,0.8,1017,3.8,Light
01/07/2015,25.9,0.5,1018,7.8,Light
02/07/2015,27.9,0.0,1018,8.0,Light
03/07/2015,26.1,1.6,1018,5.0,Light
04/07/2015,26.9,14.0,1018,5.3,Light
05/07/2015,24.7,17.0,1021,2.1,Light
06/07/2015,24.6,9.0,1021,3.3,Light
07/07/2015,25.5,27.0,1020,2.9,Light
08/07/2015,25.4,27.0,1021,3.5,Light
09/07/2015,27.9,0.0,1021,4.4,Light
10/07/2015,28.3,0.0,1020,4.5,Light
11/07/2015,27.4,0.0,1019,4.8,Light
12/07/2015,27.2,0.0,1017,3.1,Light
13/07/2015,27.3,1.0,1014,4.1,Light
14/07/2015,29.0,0.0,1012,7.5,Light
15/07/2015,28.1,2.0,1012,9.1,Light
16/07/2015,27.7,0.0,1014,7.0,Light
17/07/2015,27.4,0.0,1014,5.3,Light
18/07/2015,27.2,0.0,1016,4.3,Light
19/07/2015,27.1,0.0,1016,4.6,Light
20/07/2015,26.7,0.0,1014,5.9,Light
21/07/2015,27.3,9.0,1013,7.1,Light
22/07/2015,27.1,24.6,1013,6.3,Light
23/07/2015,27.9,15.0,1014,6.1,Light
24/07/2015,26.7,19.0,1014,4.9,Light
25/07/2015,26.0,0.0,1013,7.8,Light
26/07/2015,26.1,6.0,1013,8.1,Light
27/07/2015,27.1,0.0,1013,2.5,Light
28/07/2015,27.3,0.0,1014,4.3,Light
29/07/2015,27.6,0.0,1014,4.5,Light
30/07/2015,26.9,0.0,1014,3.4,Light
31/07/2015,28.1,0.0,1014,4.1,Light
01/08/2015,26.2,4.0,1013,7.0,Light
02/08/2015,25.9,2.8,1012,6.4,Light
03/08/2015,26.0,3.0,1011,7.4,Light
04/08/2015,26.3,31.0,1014,5.0,Light
05/08/2015,25.6,19.0,1018,5.0,Light
06/08/2015,26.6,0.0,1017,4.0,Light
07/08/2015,26.8,2.0,1013,7.8,Light
08/08/2015,26.1,2.0,1011,6.4,Light
09/08/2015,27.7,0.0,1014,5.1,Light
10/08/2015,26.2,0.0,1015,3.6,Light
11/08/2015,26.2,0.0,1015,3.6,Light
12/08/2015,27.1,12.3,1014,7.5,Light
13/08/2015,26.6,12.0,1014,4.8,Light
14/08/2015,26.8,0.0,1017,5.1,Light
15/08/2015,25.9,0.0,1018,4.6,Light
16/08/2015,26.3,8.0,1019,4.6,Light
17/08/2015,26.4,3.0,1019,2.5,Light
18/08/2015,26.5,8.0,1017,3.5,Light
19/08/2015,25.7,34.0,1016,4.4,Light
20/08/2015,26.9,4.0,1016,1.4,Light
21/08/2015,27.1,7.6,1016,4.0,Light
22/08/2015,28.5,0.8,1016,5.5,Light
23/08/2015,26.9,4.0,1015,3.8,Light
24/08/2015,25.4,41.6,1014,2.6,Light
25/08/2015,28.5,0.0,1012,3.5,Light
26/08/2015,27.0,46.0,1013,4.5,Light
27/08/2015,25.4,5.0,1013,3.9,Light
28/08/2015,26.0,0.8,1016,3.6,Light
29/08/2015,24.9,3.0,1019,5.4,Light
30/08/2015,25.6,31.6,1017,3.1,Light
31/08/2015,25.6,9.0,1017,3.1,Light
01/09/2015,26.8,10.0,1018,2.0,Light
02/09/2015,26.5,21.0,1018,3.5,Light
03/09/2015,26.4,71.0,1014,4.6,Light
04/09/2015,28.1,0.0,1014,1.5,Light
05/09/2015,25.4,16.0,1016,3.1,Light
06/09/2015,25.0,6.0,1016,4.5,Light
07/09/2015,25.5,0.0,1015,4.1,Light
08/09/2015,24.7,7.3,1015,4.3,Light
09/09/2015,26.5,5.0,1016,3.0,Light
10/09/2015,26.6,0.0,1014,4.4,Light
11/09/2015,27.8,0.0,1013,6.9,Light
12/09/2015,24.6,15.0,1012,3.6,Light
13/09/2015,23.6,11.0,1013,5.0,Light
14/09/2015,21.4,0.0,1019,5.4,Light
15/09/2015,23.3,11.0,1022,6.3,Light
16/09/2015,23.1,53.0,1022,4.9,Light
17/09/2015,22.8,18.0,1018,5.3,Light
18/09/2015,23.4,40.6,1011,9.4,Light
19/09/2015,24.8,0.5,1010,7.3,Light
20/09/2015,25.4,0.0,1013,2.1,Light
21/09/2015,24.9,0.0,1014,1.5,Light
22/09/2015,24.7,0.0,1015,5.5,Light
23/09/2015,22.8,0.0,1015,8.3,Light
24/09/2015,22.6,18.0,1014,8.6,Light
25/09/2015,21.7,0.0,1014,5.1,Light
26/09/2015,24.5,0.6,1014,5.4,Light
27/09/2015,24.7,0.3,1015,7.6,Light
28/09/2015,25.4,0.8,1013,6.3,Light
29/09/2015,25.8,10.8,1010,4.0,Light
30/09/2015,25.4,0.3,1008,2.1,Light
01/10/2015,25.7,2.0,1006,4.6,Light
02/10/2015,22.8,0.0,1004,7.9,Light
03/10/2015,20.4,0.0,1002,8.8,Light
04/10/2015,19.0,0.0,1004,6.9,Light
05/10/2015,19.9,0.0,1007,5.5,Light
06/10/2015,19.7,0.0,1013,6.5,Light
07/10/2015,20.8,0.0,1016,4.5,Light
08/10/2015,21.3,0.0,1017,5.0,Light
09/10/2015,24.0,0.0,1018,4.5,Light
10/10/2015,23.4,1.1,1015,3.9,Light
11/10/2015,20.8,0.5,1012,4.4,Light
12/10/2015,20.1,0.0,1013,4.9,Light
13/10/2015,20.6,0.0,1012,3.9,Light
14/10/2015,23.9,0.0,1013,6.0,Light
15/10/2015,19.1,0.0,1018,2.8,Light
16/10/2015,19.9,0.0,1020,0.9,Light
17/10/2015,19.5,0.0,1019,5.6,Light
18/10/2015,17.4,0.0,1022,10.5,Light
19/10/2015,15.2,0.0,1027,9.6,Light
20/10/2015,18.1,0.0,1026,12.3,Moderate
21/10/2015,20.9,0.0,1024,10.0,Light
22/10/2015,22.1,1.6,1023,8.1,Light
23/10/2015,22.2,0.0,1021,6.3,Light
24/10/2015,21.8,0.0,1020,6.3,Light
25/10/2015,23.0,0.0,1019,6.5,Light
26/10/2015,23.0,0.0,1018,7.6,Light
27/10/2015,22.6,0.6,1017,6.3,Light
28/10/2015,24.1,1.6,1012,6.0,Light
29/10/2015,22.2,0.0,1012,6.0,Light
30/10/2015,20.4,0.0,1015,3.5,Light
31/10/2015,19.0,0.0,1018,3.1,Light
BELMONT (PERTH AIRPORT) ,,,© 2016 Crown Copyright Met Office,,,,
NGR = NA,,,,,,,
Altitude = 29,,,,,,,
"Latitude =  -31.933, 115.967",,,,,,,

Date,Daily Mean Air Temperature,Rainfall (24 hour total),Daily Mean Pressure (hPa),Daily Mean Wind Speed,Daily Mean Windspeed (Beaufort conversion),,
01/05/1987,14.9,7.4,1020,8.8,Light,,
02/05/1987,13.7,0.4,1026,2.8,Light,,
03/05/1987,15.3,0.0,1024,2.8,Light,,
04/05/1987,16.9,0.0,1024,3.2,Light,,
05/05/1987,18.4,0.0,1025,3.5,Light,,
06/05/1987,21.6,0.0,1020,7.0,Light,,
07/05/1987,20.4,0.0,1017,5.2,Light,,
08/05/1987,16.6,10.0,1011,5.5,Light,,
09/05/1987,14.6,44.0,1009,6.5,Light,,
10/05/1987,10.0,18.4,1016,3.5,Light,,
11/05/1987,11.5,4.0,1022,8.5,Light,,
12/05/1987,12.3,0.0,1024,5.7,Light,,
13/05/1987,12.9,0.0,1025,1.0,Light,,
14/05/1987,13.1,2.0,1026,3.3,Light,,
15/05/1987,13.8,0.0,1028,4.2,Light,,
16/05/1987,14.8,0.0,1027,5.3,Light,,
17/05/1987,14.5,0.0,1023,2.8,Light,,
18/05/1987,13.5,0.0,1023,1.5,Light,,
19/05/1987,14.5,0.0,1025,1.5,Light,,
20/05/1987,13.8,0.0,1026,0.7,Light,,
21/05/1987,14.8,0.0,1026,2.7,Light,,
22/05/1987,16.5,0.0,1026,0.2,Light,,
23/05/1987,16.3,0.0,1027,1.5,Light,,
24/05/1987,16.0,0.0,1028,2.3,Light,,
25/05/1987,16.0,0.0,1029,4.3,Light,,
26/05/1987,14.7,0.0,1030,3.8,Light,,
27/05/1987,14.4,0.0,1028,7.3,Light,,
28/05/1987,14.0,0.0,1026,3.2,Light,,
29/05/1987,14.8,0.0,1028,7.2,Light,,
30/05/1987,15.5,0.0,1027,3.8,Light,,
31/05/1987,15.1,0.0,1023,5.0,Light,,
01/06/1987,15.9,0.0,1022,12.6,Moderate,,
02/06/1987,17.0,0.0,1021,10.2,Light,,
03/06/1987,14.9,0.2,1018,7.5,Light,,
04/06/1987,15.5,6.0,1014,4.3,Light,,
05/06/1987,19.3,0.0,1012,5.7,Light,,
06/06/1987,17.8,13.0,1005,11.4,Moderate,,
07/06/1987,14.8,19.4,1010,3.2,Light,,
08/06/1987,15.5,2.0,1013,9.0,Light,,
09/06/1987,16.9,10.0,1016,7.7,Light,,
10/06/1987,14.2,3.0,1024,1.3,Light,,
11/06/1987,13.8,0.0,1026,1.5,Light,,
12/06/1987,14.1,0.0,1025,5.8,Light,,
13/06/1987,16.6,0.0,1021,7.7,Light,,
14/06/1987,18.4,0.0,1019,5.8,Light,,
15/06/1987,15.0,19.0,1020,5.3,Light,,
16/06/1987,18.3,9.0,1013,7.3,Light,,
17/06/1987,14.5,11.0,1008,11.0,Moderate,,
18/06/1987,12.6,20.0,1005,12.8,Moderate,,
19/06/1987,14.2,60.0,1008,8.8,Light,,
20/06/1987,11.1,22.0,1018,9.0,Light,,
